,token,value_shap,value_lime,cosine_similarity,pearson_correlation,js_divergence
1264,front,"[-0.013562521431595, 0.0136866009561344]","[0.0548163383095852, 0.0683340892588323]",0.11363598177675482,1.0,0.43193950460939423
1265,frugal,[0.266713548451662],[0.151330720115712],1.0,0.0,0.0
1266,full,"[-0.0318122054450213, -0.0120941646746359, 0.046629313394078]","[-0.0198476282912758, -0.0015571649215684, 0.0667700888752168]",0.9357181761130893,0.9991034863409936,0.02403423459201301
1267,fun,"[-0.0111835615825839, 0.0026337758172303, -0.1318593658797908]","[0.1536896292428319, 0.0770861456324397, -0.0527468899347289]",0.22850412779238913,0.891870966663904,0.10023692451894646
1268,funky,[0.0465674356091767],[-0.1891035642020177],-1.0,0.0,0.0
1269,furry,[-0.0551803700800519],[-0.0233072882346168],1.0,0.0,0.0
1270,galaxy,[0.0073275775648653],[-0.2128053769046372],-1.0,0.0,0.0
1271,galleries,[-0.0212998331990093],[0.0730537931827681],-1.0,0.0,0.0
1272,game,"[0.0298421844199765, 0.0901835046242922, 0.0777932425262406, 0.0461663854657672, -0.2506987764500081]","[0.0033146475378767, 0.1702491017275046, -0.0844487818695254, 0.0903349133636556, -0.1370720424868386]",0.6672738677959024,0.6700225836982546,0.20018350432221185
1273,gang,[0.4078161842189729],[0.4287224371521214],1.0,0.0,0.0
1274,gangster,[0.0207589641213417],[0.0662568940928694],1.0,0.0,0.0
1275,gangsters,[0.6101240257266909],[0.4608293664823866],1.0,0.0,0.0
1276,gardening,[0.0204114008229225],[-0.1652403629234356],-1.0,0.0,0.0
1277,gas,[0.0002183442920795],[0.0050699671785516],1.0,0.0,0.0
1278,gathering,[-0.0005982947623124],[-0.0116013716596974],1.0,0.0,0.0
1279,gave,"[0.0764710898511111, 0.0552950880955904, 0.0278206609655171]","[0.0638140651400924, 0.0325250187200933, 0.0269985904938257]",0.9865622450573959,0.8966861304792373,0.06669609253110557
1280,gay,"[0.2470677949022501, 0.1847426942840684]","[0.2508144077845688, 0.1754509906395926]",0.999499291316302,1.0,0.011629251683165616
1281,geeky,[0.4990109698846936],[0.4403525529151156],1.0,0.0,0.0
1282,gender,[0.0360768703831126],[0.017817480062902],1.0,0.0,0.0
1283,genders,[-0.0107196264143567],[-0.0880129976155217],1.0,0.0,0.0
1284,genera,[-0.1305355349613819],[-0.0591380403099964],1.0,0.0,0.0
1285,generally,"[-0.0467349281534552, -0.0467349281534552]","[-0.0444672616183581, -0.0432176109552031]",0.9998984612643135,0.0,0.46450140402245893
1286,generous,[0.044119224185124],[0.0561037215092464],1.0,0.0,0.0
1287,genius,[0.2590067981509492],[0.1512206535506407],1.0,0.0,0.0
1288,genocide,[0.4384134337306022],[0.3694816420471898],1.0,0.0,0.0
1289,gentleman,"[0.0629809944657608, -0.0227827904745936, 0.0031196690397337, 0.0998617003206163, 0.2419031737372279]","[-0.0765470309917947, -0.0116871511100909, -0.0515994239875038, 0.0826882915019198, 0.2295083277383834]",0.8373053567826158,0.881771324116414,0.31793199729449817
1290,gentlemen,"[-0.0926859294995665, 0.1216029184870421]","[-0.0693094754155689, 0.190244068811631]",0.9547759757556342,1.0,0.0
1291,get,"[-0.007826337008737, -0.0139328487566672, -0.0044662771251751, 0.0146924721775576, 0.0208116616122424, 0.0178474598797038, 0.1505236933007836, -0.0402770027867518, 0.1243039455730468, 0.0682587935007177]","[0.1176158154478728, -0.0173277642296251, 0.0145623938498601, 0.1134781751920702, 0.1134781751920702, 0.0418656757872433, 0.2127890741109638, 0.0357860846186895, 0.0627528755083512, 0.0433955102555115]",0.6920683710386965,0.5658867011065408,0.2851090670370063
1292,gets,"[-0.0416079168207943, -0.0317662416491657]","[0.068011270207262, -0.0408236010218243]",-0.36918398462558866,-1.0,0.8325546111576977
1293,getting,[0.1176225862000137],[-0.0123036802342238],-1.0,0.0,0.0
1294,ghettos,[0.6145910180639476],[0.3827854988277756],1.0,0.0,0.0
1295,giant,[-0.0035404098453],[0.0297634105899601],-1.0,0.0,0.0
1296,gifted,[-0.0714133459987351],[0.166535966986752],-1.0,0.0,0.0
1297,gipsys,[-0.0632363440090557],[-0.0181648952307011],1.0,0.0,0.0
1298,girl,"[-0.1385423009924125, 0.0265822034562006, 0.0506090614944696, -0.1699833935126662, 0.0589784643379971, 0.0482931733131408, 0.0512790738139301, -0.0942997693200595, -0.0117435563006438, 0.0252398417796939]","[-0.0224654787834104, 0.0323575932645176, 0.0581350863059262, -0.0976465185774172, 0.064898830924283, 0.1097692048713546, 0.0273095625621098, -0.1145348711730542, -0.0152824510390278, 0.0120562128521365]",0.8109796727076483,0.8431742279100739,0.18378464249287677
1299,girlfriend,"[0.0823352311272174, 0.0467419898886873, 0.0116403892316157, 0.0124350037513067, -0.0021752852480858, 0.1399133997038006]","[-0.0023832856014212, 0.101931472828707, 0.0409861046790725, 0.0104487828333853, -0.0406834015463735, 0.1431410341270115]",0.8038585724006321,0.6970623509026039,0.2548812899874539
1300,give,[-0.0161693071131594],[0.0934950850837722],-1.0,0.0,0.0
1301,glasses,[0.0355582907213829],[0.005033536274447],1.0,0.0,0.0
1302,gluttonous,[0.1617885994492098],[0.1362635834452125],1.0,0.0,0.0
1303,go,"[0.0089458306320011, 0.0282640379155054, 0.0263315899064764, 0.0353245202374334, 0.0787513412069529, 0.0803353245137259, 0.1151238917955197, 0.0663071838207542, 0.023416279698722, 0.0016858764574863, -0.0015929845976643, -0.0056114031613105, 0.0097088201437145, -0.0089133812580257, 0.0465063757146708, 0.0232558109710225]","[-0.0013679971834693, 0.0477550004865369, 0.0171074384583473, 0.0171074384583473, -0.0117524192545518, 0.047109065078279, 0.0567769418841662, -0.0394831346046643, 0.0335416483170871, -0.0080195671620428, -0.023791048996903, 0.0002091933408537, 0.003617565263981, 0.0152046055958563, -0.0180071146253776, 0.0398411317464998]",0.4416613834523576,0.274778719738894,0.34489937010462035
1304,goal,[-0.013165819222431],[0.0096597694089553],-1.0,0.0,0.0
1305,god,"[-0.0277038286440074, -0.0424760605674237, 0.0369878746569156]","[0.1435349291900022, -0.0853795887849654, 0.0482941409875133]",0.13163307069499058,0.2689395038729675,0.35252786177722056
1306,goes,"[0.0460867281071841, 0.0660735359415412]","[0.1720921921243174, 0.0568081105777563]",0.8003572249044582,-1.0,0.24717198667234747
1307,going,"[0.0562167738680727, 0.0201379141071811, 0.0031765989260748, 0.0432392010698094, 0.0260360876563936, 0.1998535650782287]","[0.0894674008911806, -0.0285983875289007, 0.0663232675187628, 0.0203809018288681, -0.001907809024433, 0.0522773848444825]",0.5805518178631752,0.27867883039886376,0.38311478844162855
1308,good,"[0.0198945554438978, -0.0774433659389615, 0.0027316838968545, -0.0221034521819092, -0.0161355555756017, 0.2804548190906644, 0.0671742607082706, 0.0749540133401751, 0.0515012349933385, 0.0069091084878891, 0.0973676326684653, 0.0858271475881338, -0.0209361856104806, 0.2558494093827903, -0.0088691386627033, 0.0300290312443394, 0.1626295166352065, -0.0732040319708176]","[0.0324826656627193, -0.0511740091409239, -0.0253527327674655, -0.0386162248416558, -0.0028901172143561, 0.2520663479162666, 0.0331160315300556, 0.2667233747432782, 0.0771559594657737, 0.0222449075151012, 0.1709044387860762, 0.1263429998440201, -0.0786874765387411, 0.1370966048814231, 0.0011888724157274, 0.0757583711045369, 0.1373027491036749, -0.0151231199047285]",0.8432904631290744,0.7943806194502365,0.18147668976384493
1309,goodbye,[-0.1026288489811122],[-0.0063239634092627],1.0,0.0,0.0
1310,goods,[-0.0320076555944979],[-0.0281032475606384],1.0,0.0,0.0
1311,gorgeous,[0.1582393227145075],[-0.0858277902798719],-1.0,0.0,0.0
1312,gossip,[0.3715970264747739],[0.4546112113971835],1.0,0.0,0.0
1313,got,"[0.0449495925859082, -0.0775089873932302, -0.0081194643862545, 0.0089884651824831, 0.1377040244406089, 0.0819109342992305, -0.0288866350892931]","[0.0397786082584749, -0.0476818218831227, 0.0310450664113827, 0.0794146250191594, 0.0337746423147416, 0.1745708667903688, 0.0235160034088923]",0.6249486856722427,0.5704381359014443,0.1820725666147627
1314,governance,[-0.0171029772609472],[-0.0120496195332514],1.0,0.0,0.0
1315,government,"[0.0501003246754407, -0.0113316390197724]","[0.047173585499671, 0.0006567118366965]",0.9721975760335746,1.0,0.06915342473185117
1316,grace,[-0.1216478879068745],[-0.0631552471392758],1.0,0.0,0.0
1317,graceful,[0.0861810981296002],[0.1560645657080748],1.0,0.0,0.0
1318,grades,[-0.1101921754307113],[-0.1194161284146803],1.0,0.0,0.0
1319,graduate,[-0.0277192492212634],[-0.0444110210201496],1.0,0.0,0.0
1320,graduated,[0.0270264678983949],[-0.0043480704361243],-1.0,0.0,0.0
1321,grandfather,"[0.1096038647228851, 0.0883005508221685, 0.0635190282482653]","[0.0966013033658277, 0.0573741893577517, -0.0506713297657806]",0.653386506931942,0.9759047783886075,0.30474120567979
1322,grandmother,[0.1544195124879479],[0.2090318607262484],1.0,0.0,0.0
1323,greasy,[0.2074534606654197],[0.3045149120000081],1.0,0.0,0.0
1324,great,"[-0.005615905043669, -0.0243305133190006, 0.1038756796915549, 0.0926107670529745, -0.0258965119719505]","[0.0274149720671604, 0.0231126438252296, 0.0031661978181939, -0.0061897272113751, 0.0238157258182545]",-0.2516736049823737,-0.9325290403123466,0.6754658421867394
1325,greece,[-0.0202191233111079],[-0.0128842346697963],1.0,0.0,0.0
1326,greedy,"[0.7119883495615795, 0.2659950759261846]","[0.5118258426619813, 0.2509042045394638]",0.9951773341376603,1.0,0.04396034316632181
1327,greek,[-0.0007635653018951],[0.0376550494518756],-1.0,0.0,0.0
1328,greenlit,[-0.2723421236732974],[-0.2116263228506974],1.0,0.0,0.0
1329,grimaced,[0.0460278047248721],[0.138837595300491],1.0,0.0,0.0
1330,groceries,[-0.1401717510307207],[0.0300036920487103],-1.0,0.0,0.0
1331,grocery,[0.0056393867125734],[0.1113011814815044],1.0,0.0,0.0
1332,groom,[0.1028682156465947],[0.0962315511429862],1.0,0.0,0.0
1333,groomed,[0.1427437410457059],[0.1794757950620271],1.0,0.0,0.0
1334,gross,[0.5396639676764607],[0.5774019576969633],1.0,0.0,0.0
1335,grossly,[0.0981885355431586],[0.0747132906880348],1.0,0.0,0.0
1336,ground,"[-0.0342148641793755, -0.1203879936947487]","[0.0173509818727795, 0.0106273359214015]",-0.7355362080245741,1.0,0.39257477999008333
1337,group,"[0.0092565933009609, -0.0215625640703365, -0.0010649487376213, 0.0137371181044727, -0.0503966766409575]","[-0.003398130745604, 0.0114247917077478, 0.0626131755272517, -0.0369279186792522, -0.0230287483329373]",0.06986104889281301,0.10235864558739521,0.41712054697475853
1338,groups,"[-0.0722547802142798, -0.004093034658581]","[-0.0796261316912854, -0.0539984876799628]",0.8580560524103749,1.0,0.0
1339,guard,"[-0.0508551187813282, 0.1262193701550131]","[-0.0915410631872453, 0.0171471296744844]",0.5381017754775353,1.0,0.0
1340,guitarist,"[0.0662153122248128, 0.1478924164548516, 0.0788458579918369]","[0.0421305178854981, 0.1431737978327837, -0.0164616863689892]",0.8377041967912804,0.8700982884044335,0.323479426739524
1341,gullible,[-0.0035475241020321],[0.0093865895194807],-1.0,0.0,0.0
1342,gunshot,[-0.0530203648886526],[-0.037442443232311],1.0,0.0,0.0
1343,guy,[0.0436366642825305],[0.0098177389330162],1.0,0.0,0.0
1344,had,"[0.0135130694834515, 0.1360036897240206, 0.0094692448619753, 0.1591155206260737, 0.028720295173116, 0.0531570106977596, -0.0229197108128573, -0.0134517969563603, 0.0578413810580968, 0.0353388010698836, -0.0019839722663164, 0.069025776349008, -0.0380635086912661, 0.0603263360681012, 0.0146749936393462, 0.070409104693681, -0.0473969467566348, 0.0151367500657215, 0.0011922698759008, 0.0361288597341626, 0.0579342262353748, 0.0214668816770426, 0.0848161815665662, 0.1001323424279689, 0.067518136347644, 0.0027476283721625, 0.026853400748223, 0.1882498989580199, -0.038581867062021, 0.0525685489410534, 0.2106221622088924, 0.0539989038370549, 0.0184864799957722, -0.0182366113294847, -0.040677813347429, -0.0552360834553837, 0.054347783094272, -0.0700427298434078, 0.0508911502547562, 0.0561627584975212, -0.0652083875611424]","[-0.0046893474927703, 0.1331635284013057, -0.0242011665902687, 0.160348289284628, 0.0265519996707348, 0.0596111125924962, 0.001966899921035, 0.1643901359955476, 0.0821340217745233, 0.0142382504113649, 0.0678815661687333, 0.0612409102153962, -0.0123055128057306, 0.1287514133486789, -0.0362823553893929, 0.1158319996510692, 0.0091428407800533, 0.0207273347368832, 0.0220917154019538, 0.025726595901071, -0.0159883311743331, 0.0166752909732597, 0.0747235977406537, 0.0805662640555052, 0.1118347990144183, 0.0164896550598515, -0.0057065448542804, 0.066582699058586, 0.0266281334951573, 0.0012730709863259, 0.2062049570426262, 0.1066415200833224, 0.0010109988742049, -0.0009856270184989, 0.0687426329131826, 0.0868733452308185, 0.0721726042359214, 0.0260205956910576, 0.0125629813861439, 0.0454705771146549, -0.0472106984320258]",0.7017287065263633,0.5869308179271261,0.2189549373514015
1345,hadn,[0.0208142300834879],[-0.029509356880854],-1.0,0.0,0.0
1346,hair,"[-0.0069489674642682, 0.0630640883318847, -0.0009747425865498, -0.1723842995706945, -0.0113118811277672]","[0.0235104992119548, 0.1193440567027985, 0.0474917860624967, 0.013617440364117, 0.0851227047788308]",0.13912549412546973,0.7423570581888849,0.2064400373707635
1347,haircut,[-0.0179917674395255],[0.0558251509097785],-1.0,0.0,0.0
1348,hairdresser,[-0.0241521557327359],[-0.0935730993502787],1.0,0.0,0.0
1349,hairy,"[0.5453911749646068, 0.4138914863578975]","[0.389284869014681, 0.1962364786581449]",0.9834387668962237,1.0,0.07010724309128552
1350,half,[-0.0073222920182161],[-0.0087617705958257],1.0,0.0,0.0
1351,hand,"[0.0284646968357265, -0.008269191122963, 0.0352257400518283]","[0.0223852463388689, -0.0240754335448923, -0.0100723244112899]",0.30416749538162036,0.6263238716225131,0.22788390945520628
1352,handball,"[0.05843838583678, -0.0425416007783496]","[0.1185436161659072, 0.0281378772387147]",0.6506891297098083,1.0,0.26754541864943354
1353,handed,[0.1031170565256616],[0.0717836738238464],1.0,0.0,0.0
1354,handing,[-0.0129299050604458],[-0.0629660243216437],1.0,0.0,0.0
1355,hands,[-0.043213993354584],[0.0154476532179766],-1.0,0.0,0.0
1356,handsome,[0.0722405327251181],[0.0559756367931901],1.0,0.0,0.0
1357,handy,"[0.1562396208755672, 0.1559418030083179, 0.3147246362641454]","[0.146149996713982, 0.5545943865801737, 0.5545943865801737]",0.9255473732958035,0.4985912979140046,0.16423381561268474
1358,handyman,"[0.0778278331272304, 0.2721686505246907, 0.0059910407289862]","[0.0954008865136718, 0.1037642059244344, -0.1956564383577926]",0.5052042587916804,0.7256715084456986,0.21467771855841314
1359,happened,[0.0003547749656718],[-0.0534622493155603],-1.0,0.0,0.0
1360,happens,[-0.0744642728532198],[-0.0109490656376639],1.0,0.0,0.0
1361,happy,"[0.0169890625402331, 0.0916629754938185, -0.0161013579927384]","[0.0456775349701407, 0.1289580072563428, -0.0660054831847114]",0.950533987585964,0.954410855801785,0.10008156379579143
1362,hard,"[0.0849001841415884, 0.0994601733982563, 0.0366235100664198, 0.0694319698959589, 0.120903488015756, 0.0554175707511603, 0.181453590572346, 0.1502609309973195, 0.0332823338452726, 0.2353194691240787, 0.1057688351720571]","[0.0066727708485612, 0.0411969266453067, 0.0575387364149946, -0.0443522851383394, 0.0511221088597919, 0.0742112062182573, 0.2050178088390159, 0.1188230554920972, 0.0120991032630281, 0.2122126722615785, 0.0748189594415264]",0.8993300045871783,0.8295016666141558,0.18843174995468073
1363,harder,[0.0604127928381785],[0.133932619022662],1.0,0.0,0.0
1364,hardhearted,[0.3113544778898358],[0.1039663623676701],1.0,0.0,0.0
1365,hardworking,[0.1508228147868067],[0.1394267908055946],1.0,0.0,0.0
1366,harm,[0.4839704285841435],[0.4806945784331491],1.0,0.0,0.0
1367,harmful,"[0.4469610003288835, 0.640037180390209]","[0.2788110506956078, 0.5815135511730711]",0.9868211598696554,1.0,0.06393316025206754
1368,harsh,"[0.2080038106068968, 0.6091720616677776]","[0.0929102676195059, 0.5650441337959595]",0.9862422297281487,1.0,0.10114939261184183
1369,has,"[0.0446619956055656, 0.1109972424455918, 0.048880479298532, 0.063760790915694, 0.091042365253088, 0.033810923108831, 0.0107431779324542, 0.0202294464688748, 0.0257015214301645, -0.0017087013693526, -0.0247719030012376, -0.1031338414759375, 0.0422826323192566, 0.1019012173055671, 0.0427657096879556, 0.1226909533143043, 0.0613174107857048, -0.0276865262130741, -0.0256473405752331, 0.0326306251372443, 0.0421125744469463, -0.0132508495589718, -0.1570015485631302, 0.0185801265761256, 0.1070577529499132, -0.0378278512507677, 0.0136573509225854, 0.0148984494298929]","[0.0233677085767112, 0.235038490222655, 0.0263552049978179, 0.0302916750341633, 0.0942333703226751, 0.0584147769089725, -0.0050482318890612, -0.0016581124925974, 0.0233268698602512, 0.0306999290714785, 0.0351896396233276, -0.021199553116001, 0.1503267225377799, 0.1263917602864964, 0.0324546273013306, 0.0650097116917001, 0.0215461659864202, -0.0302038347151737, 0.0007418954525304, 0.0539050771962349, 0.0376455675582279, -0.0248552288634406, -0.0479274886933824, 0.0225118410022304, 0.0931215193363011, 0.000180834567355, -0.0058874409063056, -0.029035905584409]",0.7468515854412096,0.7011792894867788,0.1676490214579953
1370,hasn,[0.0221753612277098],[0.141727414805713],1.0,0.0,0.0
1371,hat,[-0.1271291440934874],[-0.0295929943456532],1.0,0.0,0.0
1372,hate,[0.2315156536642462],[0.1248629003612988],1.0,0.0,0.0
1373,hated,"[0.0955641432665288, 0.0698484850581735]","[0.0888436850140396, 0.0999012318802362]",0.9774546272490522,-1.0,0.07583992473721105
1374,hats,[-0.3332731988630257],[-0.3695165044882381],1.0,0.0,0.0
1375,hauling,[0.01426631846698],[-0.0216345843198719],-1.0,0.0,0.0
1376,have,"[0.0149982364964671, -0.0056154464837163, -0.0390776532003656, -0.0601838578586466, 0.072225139796501, 0.0055323449196293, -0.008117584104184, -0.0325880424352362, 0.0119481900837854, 0.0448710876516997, 0.1220480666379444, 0.0059080348000861, -0.0242678247159346, -0.0142936123069375, -0.0017250760283786, 0.015522156143561, -0.0579620201606303, 0.0778281190432608, -0.0025552172446623, 0.0993569610873237, -0.0035429223207756, 0.0191129720769822, -0.0170390843995846, 0.0870636369800195, -0.0005301320925354, 0.0375846552778966, 0.0427504270919598, 0.0455846715485677, -0.0062753543024882, 0.0033781598322093, -0.0302575280657038, 0.0483413982437923, -0.0125899355625733, -0.1211663774738553, -0.0992606249201344, -0.1237916534591931, -0.018608511716593, 0.1138140483526513, 0.250040892715333, 0.0585498150940111, -0.1117544789158273, -0.063824891934928, 0.0655094471148913]","[-0.0586298647695532, -0.0004310346086194, 0.0343578200397083, -0.1025080607575088, 0.1257735486874892, 0.0399916054135602, 0.0399916054135602, 0.0272898992569245, 0.0022555472052407, 0.0159426083371782, 0.0207920514360342, 0.0103741938676023, 0.0458876181247969, -0.0187744143632165, 0.0127417804385245, -0.0023823904106152, -0.0400558588814106, 0.0215154889711885, -0.0244069952711486, 0.0237629572068379, 0.0854014084501795, 0.0281349066293289, 0.0229777264988087, 0.0171869680402121, 0.0780784218332096, -0.0363729657080405, 0.0516363192477457, 0.042420469955296, 0.0298689025909057, 0.0211025712818548, 0.0630230606163239, 0.027500562325616, -0.0038564728393531, -0.0065037352419317, -0.0251261965720245, -0.0061405060074483, -0.1054572130156645, -0.0283852508182078, 0.3057880933931678, 0.0079755663555869, -0.0247848173018773, -0.0651412110771649, 0.0323844591973222]",0.5860816781220962,0.5765696761147242,0.21064272911778056
1377,haven,[-0.0343797746027121],[-0.0148593654377599],1.0,0.0,0.0
1378,having,"[-0.0155283648637123, -0.1399064848665148]","[0.0066090499824651, -0.1590206959698612]",0.9884587683639918,1.0,0.0
1379,he,"[-0.0116508739884011, 0.0759668439641245, 0.052511681786402, 0.0373141071759164, 0.0807695375988259, 0.0711895162385189, 0.1649495883611962, -0.0703059657316771, 0.0034409847576171, -0.0010925077367573, 0.0850219554267823, 0.0480969165437272, 0.0661345090484246, 0.1297580681275576, 0.0919542891206219, 0.0900286297837738, 0.2099156389012932, 0.0223724958486855, 0.0357094465289264, 0.113646482815966, 0.1256616326863877, 0.1487720545846969, 0.0790228629484772, 0.0393689856864512, 0.0697135985828936, 0.0329220404382795, 0.0798264842014759, 0.0589408164814813, 0.0420666461577639, 0.0391736109741032, 0.0878656688146293, 0.1105999676510691, 0.1024738278065342, 0.2444091397337615, 0.1737224049866199, 0.0286760221933946, 0.0136153429048135, 0.1094129779376089, 0.0526213012635707, 0.0260999680845998, 0.0283654111553914, 0.1269962771330028, 0.1232584154058713, 0.0891456804238259, 0.0701519444119185, 0.0800493096467107, 0.0573772022034972, 0.1490468189585954, 0.272556850221008, 0.0950019602460088, 0.1644378276541829]","[0.0160023784161402, 0.0519214839408433, 0.0519214839408433, -0.0200596277124467, 0.050844891806158, 0.0679431739412825, 0.1392413345486403, 0.0009668960714997, -0.0855293394076517, -0.0855293394076517, 0.0007390283018127, 0.0157180314015972, 0.0305650201190143, 0.0041715378529661, 0.0288065202035091, 0.0349302795580325, 0.1953327843765193, 0.0384594208084874, -0.0104922908486919, 0.0240115386964987, 0.0747078041468669, 0.1348824827398053, -0.0358119864960472, 0.0238477663013665, 0.0207484811617091, -0.0129485879647539, 0.0433818078639307, -0.0059331392933346, 0.0223572684723334, -0.0699367981808637, 0.059375972233824, 0.0556437044997634, 0.0316105113303102, 0.1021893947432606, 0.1405990363050563, -0.0415430775454887, -0.0415430775454887, 0.0285677448925537, -0.0146774535746731, -0.0207806151620551, -0.0207806151620551, 0.0315859280393481, 0.0677871495992516, 0.0616756449227106, -0.0672819176810486, 0.046076998770869, 0.046076998770869, 0.1619418672640422, 0.0722127743811607, 0.1023160232353521, 0.035463169419069]",0.742070276274971,0.6969951204780819,0.1648635675023365
1380,head,"[-0.0235803238319931, 0.117782539120526, -0.0115530145412776, -0.0024284472456201]","[0.0389383870400763, 0.1367634173235732, -0.0114055531357438, -0.026786597224594]",0.8782931537180722,0.8678575791286791,0.37223667975142044
1381,headed,"[0.1926048577297479, 0.0440566597972065]","[0.1503426360094999, 0.0340387474771348]",0.9999975392233431,1.0,0.0014087287442884047
1382,heads,"[0.0482979769585654, 0.0663658891571685]","[0.0744988421174902, 0.0744988421174902]",0.9878119001714756,0.0,0.05591401547672142
1383,health,[0.138111070918967],[0.1697411245652761],1.0,0.0,0.0
1384,healthy,[-0.0623889362614136],[-0.0095493072402646],1.0,0.0,0.0
1385,heard,"[0.0643906426266767, 0.2332440180471167, 0.1047758745989995, -0.0349488083738833]","[0.0593790099956044, 0.1692673895646124, 0.155403939855439, -0.0585256977202009]",0.9479136639084349,0.9045176480685455,0.0919677227243373
1386,heavily,"[-0.052401965484023, -0.0532185533083975]","[-0.0834086635819573, -0.0473598371419252]",0.9619569090693099,-1.0,0.8325546111576977
1387,heinz,[-0.0338137378857936],[-0.0222347111429606],1.0,0.0,0.0
1388,held,"[0.0199369483161717, 0.056473022326827]","[-0.0039546684914267, 0.1162737580551312]",0.9311017467830509,1.0,0.3166260203521825
1389,hello,[-0.1768348866607993],[-0.0619695282071696],1.0,0.0,0.0
1390,helmet,[-0.0051529201446101],[0.0329884045216496],-1.0,0.0,0.0
1391,help,"[-0.0409368817927315, 0.0228444067179225, -0.0521650228183716, -0.0871979666408151, 0.1221011681482195, 0.0912773569580167]","[-0.0609892887830388, -0.0038002726240688, 0.08643268715703, 0.0196119575096307, 0.0624661105062653, 0.0483397119299809]",0.3259565356378397,0.3070157192643644,0.3706563698998844
1392,helped,[0.0147283977712504],[-0.0026250485788665],-1.0,0.0,0.0
1393,helpful,"[-0.0847298212756868, 0.0948905292898416, 0.060544959269464]","[-0.0965728905778911, 0.2949211734591314, 0.1372310425284371]",0.9303637049727179,0.9735008587397391,0.052662581513223415
1394,helping,[-0.0535820773802697],[-0.0466239462126373],1.0,0.0,0.0
1395,helpless,[0.0007963778916746],[0.5923325611047948],1.0,0.0,0.0
1396,her,"[0.0833885045722127, 0.1430741559015587, 0.0765487402677536, -0.0065623690607026, 0.0420984153752215, -0.0284283133805729, -0.007372735242825, 0.1187056973576545, 0.11261444282718, 0.0595217570080421, 0.019389767665416, 0.0927837429917417, 0.0294170055713038, 0.0643153940327465, 0.0239746345905587, 0.0422533586388453, 0.0495995716191828, 0.0068641016259789, -0.0027398187667131, 0.0397100507398135, 0.0245859434799058, 0.0397540437988936, 0.0784895460528787, -0.0363306466024369, -0.0082129788934253, 0.0041695032268762, -0.0111551959998905, -0.1199772697873413, -0.000957946293056, -0.1210491616220679, -0.0322678905213251, 0.0375102586694993, 0.0369049311848357, 0.0309501943411305, 0.0406945401336997, 0.0419953721575439, 0.0282422897871583, 0.0600945589831098, 0.0419598054140806, -0.0030317917262436, 0.0661021897103637, 0.0203503600787371, 0.0092672236423823, 0.0375905042528756, 0.015635838964954, 0.1629739315249025, 0.1683893608860671, 0.1541934052947908]","[0.05480198459105, -0.0182730146405796, 0.0250151332321067, -0.0024333858125453, -0.0024333858125453, -0.0961586518579047, -0.0961586518579047, 0.1510239875877891, -0.0149743600935644, 0.0364224480270448, 0.0128625788847419, 0.1155517436341901, 0.0412536596745884, 0.0259835222957433, 0.0332367963570311, 0.0332367963570311, 0.0962677434187958, 0.0217085031109257, -0.0010787747476854, 0.0344364674284408, 0.0344364674284408, 0.0751471524685847, 0.0194371561560362, -0.0446890750877263, 0.0211446957506187, 0.0172382205087633, -0.0011406761123807, -0.1864608289436929, -0.0173268339230562, -0.0109351357154229, -0.0575211964984127, 0.00070141029545, 0.043212024376621, 0.043212024376621, 0.0490458579127245, 0.0258065773826948, 0.0076649309497412, 0.0283759122155872, 0.0489620811107746, -0.0068665569390226, 0.0746578640074044, -0.0389657426369034, -0.0070357213054224, -0.0070357213054224, 0.0660875499102476, 0.0970546840211959, 0.179283586007061, 0.1570274154298541]",0.7572608804789803,0.7259813687634511,0.11002967565180279
1397,herd,[0.2373379523924086],[0.1692947304952985],1.0,0.0,0.0
1398,here,"[0.0601835689158178, -0.0095164880622178, 0.0036628203233703, -0.153457929729484, -0.005817768163979, -0.0371199543587863]","[-0.0206700888740548, -0.0165302978727443, 0.0838496040215477, 0.0621790306842327, 0.0060426340631566, 0.0633201175195961]",-0.5998383419877442,-0.5242502388132266,0.5126589091990832
1399,hers,"[0.0225022773956879, 0.150455716648139]","[0.0037540970783374, 0.1842101963061203]",0.9918084800284356,1.0,0.15563407842883645
1400,herself,"[0.0324706244282424, 0.1166962119750678, 0.0007685121090617, -0.0193134613509755]","[0.0477187344490656, 0.0976086707971393, 0.0052236927352211, 0.0029918770008984]",0.9654434482942524,0.9831828375205633,0.12780851455295605
1401,hershey,[0.0009411282662767],[-0.0197271260919086],-1.0,0.0,0.0
1402,hideous,[-0.0063757936004549],[-0.0102283002779143],1.0,0.0,0.0
1403,high,"[-0.0373866851441562, 0.0346113721607252, 0.0192341269867029]","[-0.0969491977056054, 0.0972061913951854, 0.03911534838024]",0.9958079742787347,0.9958107491768071,0.020148453774194577
1404,higher,"[-0.021894432400586, -0.0048569709178991]","[0.0117938353665133, 0.0117938353665133]",-0.8434637631424413,0.0,0.46450140402245893
1405,highest,[-0.0304963779635727],[0.0593489989227695],-1.0,0.0,0.0
1406,highly,[-0.0528575263742823],[-0.0606392141037843],1.0,0.0,0.0
1407,hijab,[-0.0241144458123017],[-0.0178094535469945],1.0,0.0,0.0
